id,w,h,search,n_bounds,cx,cy,apothems,fit_rms,strengths,cx_each,cy_each
7-67,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-68,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-69,1468,2048,open,2,146.156,155.570,67.341;79.160,0.292;0.207,2893;2960,145.852;146.453,155.581;155.558
7-7,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-70,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-71,1468,2048,open,2,146.156,155.570,67.341;79.160,0.292;0.207,2893;2960,145.852;146.453,155.581;155.558
7-72,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-73,1468,2048,open,2,146.156,155.570,67.341;79.160,0.292;0.207,2893;2960,145.852;146.453,155.581;155.558
7-74,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-75,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-76,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-77,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-78,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-79,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-8,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-80,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-81,1468,2048,open,2,146.156,155.570,67.341;79.160,0.292;0.207,2893;2960,145.852;146.453,155.581;155.558
7-82,1468,2048,open,2,146.156,155.570,67.341;79.160,0.292;0.207,2893;2960,145.852;146.453,155.581;155.558
7-83,1468,2048,open,2,146.156,155.570,67.341;79.160,0.292;0.207,2893;2960,145.852;146.453,155.581;155.558
7-84,1468,2048,open,2,146.156,155.570,67.341;79.160,0.292;0.207,2893;2960,145.852;146.453,155.581;155.558
7-85,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-86,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-87,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-88,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-89,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-9,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
7-90,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-91,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-92,1468,2048,open,2,146.156,155.570,67.341;79.160,0.292;0.207,2893;2960,145.852;146.453,155.581;155.558
7-93,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-94,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-95,1468,2048,open,2,146.156,155.570,67.341;79.160,0.292;0.207,2893;2960,145.852;146.453,155.581;155.558
7-96,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-97,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
7-98,1468,2048,open,2,146.156,155.570,67.341;79.160,0.292;0.207,2893;2960,145.852;146.453,155.581;155.558
7-99,1468,2048,open,3,146.762,156.791,57.114;67.097;71.611,0.377;0.191;0.315,2953;2943;2186,146.539;146.731;147.105,156.796;156.851;156.705
8-1,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-10,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-100,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-101,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-102,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-103,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-104,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-105,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-106,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-107,1468,2048,open,2,146.302,155.565,67.722;78.563,0.203;0.117,2893;2903,146.178;146.426,155.540;155.589
8-108,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-109,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-11,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-110,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-111,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-112,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-113,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-114,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-115,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-116,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-117,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-118,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-119,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
8-12,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-120,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
8-121,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-122,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-123,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-124,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-125,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-126,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-127,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-128,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-129,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-13,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-130,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-131,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-132,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-133,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-134,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-135,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-136,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-137,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-138,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-139,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-14,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-140,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-141,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-142,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-143,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-144,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-145,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-146,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-147,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-148,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-149,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-15,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-150,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-151,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-152,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
8-153,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-154,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-155,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-156,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-157,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-158,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-159,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-16,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-160,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-161,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-162,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-163,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-164,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-165,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-166,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-167,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-168,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-169,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-17,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-170,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-171,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-172,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-173,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-174,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-175,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-176,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-177,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-178,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
8-179,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-18,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-180,1468,2048,open,3,146.653,156.724,57.738;66.596;72.160,0.193;0.155;0.177,2749;2914;1930,146.547;146.526;146.997,156.734;156.714;156.726
8-181,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-182,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-183,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-184,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-185,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-186,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-187,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-188,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-189,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-19,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-190,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-191,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-192,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-193,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-194,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-195,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-196,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-197,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-198,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-199,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-2,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-20,1468,2048,open,2,146.302,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.589
8-200,1468,2048,open,3,146.598,156.802,57.736;66.617;72.024,0.193;0.151;0.351,2783;2926;1932,146.558;146.562;146.711,156.797;156.779;156.845
8-201,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-202,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-203,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-204,1468,2048,open,2,146.303,155.565,67.722;78.564,0.203;0.117,2893;2903,146.178;146.426,155.540;155.590
8-205,1468,2048,open,3,146.599,156.738,57.738;66.603;72.018,0.193;0.147;0.346,2762;2906;1915,146.564;146.555;146.716,156.739;156.712;156.779
