id,file,setCode,number,promoGrouping,rarity,bordered_empirical,black_level,left_px,right_px,top_px,band_top_px,emb_score_std,emb_x_std,emb_y_std,emb_score_enc,emb_x_enc,emb_y_enc,top_px_v2
12-212,images/12-212.jpg,12,212,,Epic,False,19.0,-1,-1,-1,-1,0.6737,641,1899,0.3643,552,1885,-1
12-213,images/12-213.jpg,12,213,,Epic,False,59.0,-1,-1,-1,-1,0.6731,641,1899,0.3638,552,1885,-1
12-214,images/12-214.jpg,12,214,,Epic,False,152.0,-1,-1,-1,-1,0.6744,641,1899,0.3643,552,1885,-1
12-215,images/12-215.jpg,12,215,,Epic,False,135.0,-1,-1,-1,-1,0.6755,641,1899,0.3651,552,1885,-1
12-216,images/12-216.jpg,12,216,,Epic,False,20.0,-1,-1,-1,-1,0.6755,641,1899,0.3651,552,1885,-1
12-217,images/12-217.jpg,12,217,,Epic,False,97.0,-1,-1,-1,-1,0.6747,641,1899,0.3647,552,1885,-1
12-218,images/12-218.jpg,12,218,,Epic,False,57.0,-1,-1,-1,-1,0.6747,641,1899,0.3647,552,1885,-1
12-219,images/12-219.jpg,12,219,,Epic,False,19.0,-1,-1,-1,-1,0.6747,641,1899,0.3647,552,1885,-1
12-22,images/12-22.jpg,12,22,,Legendary,True,11.0,59,60,66,1907,0.7399,645,1900,0.3566,738,1886,66
12-220,images/12-220.jpg,12,220,,Epic,False,119.0,-1,-1,-1,-1,0.6765,641,1899,0.3656,552,1885,-1
12-221,images/12-221.jpg,12,221,,Epic,False,225.0,-1,-1,-1,-1,0.6765,641,1899,0.3656,552,1885,-1
12-222,images/12-222.jpg,12,222,,Epic,False,82.0,-1,-1,-1,-1,0.6752,641,1899,0.3653,552,1885,-1
12-223,images/12-223.jpg,12,223,,Enchanted,False,47.0,-1,-1,-1,-1,0.4706,644,1893,0.3157,721,1854,-1
12-224,images/12-224.jpg,12,224,,Enchanted,False,24.0,-1,-1,-1,-1,0.5113,644,1894,0.287,558,1872,-1
12-225,images/12-225.jpg,12,225,,Enchanted,False,61.0,-1,-1,-1,-1,0.4809,644,1894,0.2653,560,1931,-1
12-226,images/12-226.jpg,12,226,,Enchanted,False,66.0,-1,-1,-1,-1,0.4875,643,1894,0.4034,756,1927,-1
12-227,images/12-227.jpg,12,227,,Enchanted,False,103.0,-1,-1,-1,-1,0.4637,628,1893,0.2542,561,1929,-1
12-228,images/12-228.jpg,12,228,,Enchanted,False,93.0,-1,-1,-1,-1,0.4895,647,1892,0.3,742,1872,-1
12-229,images/12-229.jpg,12,229,,Enchanted,False,25.0,-1,-1,-1,-1,0.4853,644,1894,0.327,767,1872,-1
12-23,images/12-23.jpg,12,23,,Rare,True,11.0,60,60,66,1907,0.6186,647,1900,0.3513,576,1886,66
12-230,images/12-230.jpg,12,230,,Enchanted,False,30.0,-1,-1,-1,-1,0.4871,644,1894,0.2938,780,1909,-1
12-231,images/12-231.jpg,12,231,,Enchanted,False,139.0,-1,-1,-1,-1,0.483,637,1885,0.3006,780,1872,-1
12-232,images/12-232.jpg,12,232,,Enchanted,False,57.0,-1,-1,-1,-1,0.493,642,1894,0.2677,736,1854,-1
12-233,images/12-233.jpg,12,233,,Enchanted,False,32.0,-1,-1,-1,-1,0.4927,643,1895,0.2934,558,1933,-1
12-234,images/12-234.jpg,12,234,,Enchanted,False,34.0,-1,-1,-1,-1,0.4633,643,1894,0.3212,559,1924,-1
12-235,images/12-235.jpg,12,235,,Enchanted,False,166.0,-1,-1,-1,-1,0.489,644,1894,0.2662,724,1872,-1
12-236,images/12-236.jpg,12,236,,Enchanted,True,17.0,37,38,36,2010,0.4592,643,1893,0.3617,735,1872,16
12-237,images/12-237.jpg,12,237,,Enchanted,False,59.0,-1,-1,-1,-1,0.4988,643,1894,0.3435,741,1873,-1
12-238,images/12-238.jpg,12,238,,Enchanted,False,21.0,-1,-1,-1,-1,0.4751,642,1894,0.4567,780,1862,-1
12-239,images/12-239.jpg,12,239,,Enchanted,False,63.0,-1,-1,-1,-1,0.4848,642,1894,0.3234,558,1876,-1
12-24,images/12-24.jpg,12,24,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-240,images/12-240.jpg,12,240,,Enchanted,False,28.0,-1,-1,-1,-1,0.4565,644,1894,0.2481,743,1909,-1
12-241,images/12-241.jpg,12,241,,Iconic,False,30.0,-1,-1,-1,-1,0.3999,646,1892,0.3041,743,1918,-1
12-242,images/12-242.jpg,12,242,,Iconic,False,44.0,-1,-1,-1,-1,0.4208,647,1893,0.2701,737,1931,-1
12-25,images/12-25.jpg,12,25,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
12-26,images/12-26.jpg,12,26,,Super Rare,True,11.0,107,60,67,1907,0.6505,641,1900,0.3354,736,1886,67
12-27,images/12-27.jpg,12,27,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-28,images/12-28.jpg,12,28,,Uncommon,True,11.0,60,60,66,1907,0.6436,645,1899,0.3551,737,1886,66
12-29,images/12-29.jpg,12,29,,Common,True,11.0,60,60,67,1907,0.7383,647,1900,0.3604,733,1886,66
12-3,images/12-3.jpg,12,3,,Common,True,11.0,60,60,68,1907,0.7384,647,1900,0.3603,733,1886,67
12-30,images/12-30.jpg,12,30,,Super Rare,True,11.0,60,60,68,1907,0.6508,641,1900,0.3357,736,1886,68
12-31,images/12-31.jpg,12,31,,Rare,True,11.0,60,60,66,1907,0.6191,647,1900,0.3511,576,1886,66
12-32,images/12-32.jpg,12,32,,Rare,True,11.0,60,60,67,1907,0.6182,647,1900,0.3503,576,1886,67
12-33,images/12-33.jpg,12,33,,Uncommon,True,11.0,61,61,67,1907,0.6448,645,1899,0.3547,737,1885,67
12-34,images/12-34.jpg,12,34,,Rare,True,11.0,60,143,68,1991,0.3203,653,1850,0.2071,566,1933,67
12-35,images/12-35.jpg,12,35,,Common,True,11.0,61,60,67,1907,0.7401,647,1900,0.3604,733,1886,67
12-36,images/12-36.jpg,12,36,,Uncommon,True,11.0,60,60,66,1907,0.6453,645,1899,0.3561,737,1886,66
12-37,images/12-37.jpg,12,37,,Legendary,True,11.0,59,60,67,1907,0.7336,645,1900,0.356,738,1886,66
12-38,images/12-38.jpg,12,38,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
12-39,images/12-39.jpg,12,39,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
12-4,images/12-4.jpg,12,4,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-40,images/12-40.jpg,12,40,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
12-41,images/12-41.jpg,12,41,,Common,True,11.0,60,60,68,1907,0.7384,647,1900,0.3603,733,1886,68
12-42,images/12-42.jpg,12,42,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
12-43,images/12-43.jpg,12,43,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-43-P3,images/12-43-P3.jpg,12,43,P3,Special,False,208.0,-1,-1,-1,-1,0.226,652,1885,0.4565,650,1900,-1
12-44,images/12-44.jpg,12,44,,Common,True,11.0,61,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
12-44-P3,images/12-44-P3.jpg,12,44,P3,Special,False,208.0,-1,-1,-1,-1,0.226,652,1885,0.4565,650,1900,-1
12-45,images/12-45.jpg,12,45,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
12-45-P3,images/12-45-P3.jpg,12,45,P3,Special,False,208.0,-1,-1,-1,-1,0.226,652,1885,0.4565,650,1900,-1
12-46,images/12-46.jpg,12,46,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-46-P3,images/12-46-P3.jpg,12,46,P3,Special,False,208.0,-1,-1,-1,-1,0.226,652,1885,0.4565,650,1900,-1
12-47,images/12-47.jpg,12,47,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-47-P3,images/12-47-P3.jpg,12,47,P3,Special,False,208.0,-1,-1,-1,-1,0.226,652,1885,0.4565,650,1900,-1
12-48,images/12-48.jpg,12,48,,Uncommon,True,11.0,60,60,66,1907,0.6453,645,1899,0.3561,737,1886,66
12-48-P3,images/12-48-P3.jpg,12,48,P3,Special,False,208.0,-1,-1,-1,-1,0.226,652,1885,0.4565,650,1900,-1
12-49,images/12-49.jpg,12,49,,Rare,True,11.0,60,60,66,1907,0.6177,647,1900,0.3504,576,1886,66
12-49-P3,images/12-49-P3.jpg,12,49,P3,Special,False,208.0,-1,-1,-1,-1,0.226,652,1885,0.4565,650,1900,-1
12-5,images/12-5.jpg,12,5,,Uncommon,True,11.0,60,60,66,1907,0.6453,645,1899,0.3561,737,1886,66
12-50,images/12-50.jpg,12,50,,Uncommon,True,11.0,60,60,65,1907,0.6459,645,1900,0.3565,737,1886,65
12-50-P3,images/12-50-P3.jpg,12,50,P3,Special,False,208.0,-1,-1,-1,-1,0.226,652,1885,0.4565,650,1900,-1
12-51,images/12-51.jpg,12,51,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
12-51-P3,images/12-51-P3.jpg,12,51,P3,Special,False,208.0,-1,-1,-1,-1,0.226,652,1885,0.4565,650,1900,-1
12-52,images/12-52.jpg,12,52,,Uncommon,True,11.0,61,60,70,1907,0.6459,645,1900,0.3565,737,1886,68
12-52-P3,images/12-52-P3.jpg,12,52,P3,Special,True,11.0,60,60,65,1907,0.6305,640,1900,0.3364,557,1886,65
12-53,images/12-53.jpg,12,53,,Common,True,11.0,60,60,105,1907,0.7384,647,1900,0.3603,733,1886,69
12-53-P3,images/12-53-P3.jpg,12,53,P3,Special,False,21.0,-1,-1,-1,-1,0.2495,780,1933,0.9772,650,1900,-1
12-54,images/12-54.jpg,12,54,,Rare,True,11.0,60,60,66,1907,0.6177,647,1900,0.3504,576,1886,66
12-54-P3,images/12-54-P3.jpg,12,54,P3,Special,False,21.0,-1,-1,-1,-1,0.2495,780,1933,0.9772,650,1900,-1
12-55,images/12-55.jpg,12,55,,Rare,True,11.0,60,60,66,1907,0.6177,647,1900,0.3504,576,1886,66
12-55-P3,images/12-55-P3.jpg,12,55,P3,Special,True,11.0,60,60,66,1907,0.6281,640,1900,0.3357,557,1886,66
12-56,images/12-56.jpg,12,56,,Super Rare,True,11.0,60,60,65,1907,0.6514,641,1900,0.3356,572,1886,65
12-57,images/12-57.jpg,12,57,,Super Rare,True,11.0,60,60,67,1907,0.6505,641,1900,0.3354,736,1886,67
12-58,images/12-58.jpg,12,58,,Rare,True,11.0,60,60,66,1907,0.618,647,1900,0.3508,575,1886,66
12-59,images/12-59.jpg,12,59,,Rare,True,11.0,60,60,66,1907,0.6186,647,1900,0.3513,576,1886,65
12-6,images/12-6.jpg,12,6,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
12-60,images/12-60.jpg,12,60,,Legendary,True,11.0,61,60,66,1907,0.7358,645,1900,0.3568,737,1886,65
12-61,images/12-61.jpg,12,61,,Super Rare,True,11.0,60,60,65,1907,0.6514,641,1900,0.3356,572,1886,65
12-62,images/12-62.jpg,12,62,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
12-63,images/12-63.jpg,12,63,,Common,True,11.0,60,60,67,1907,0.7383,647,1900,0.3604,733,1886,67
12-64,images/12-64.jpg,12,64,,Uncommon,True,11.0,60,60,66,1907,0.6436,645,1899,0.3551,737,1886,66
12-65,images/12-65.jpg,12,65,,Rare,True,11.0,60,60,66,1907,0.6182,647,1900,0.3503,576,1886,66
12-66,images/12-66.jpg,12,66,,Uncommon,True,11.0,61,61,67,1907,0.6448,645,1899,0.3547,737,1885,67
12-67,images/12-67.jpg,12,67,,Rare,True,11.0,61,61,67,1907,0.6176,647,1900,0.35,575,1886,67
12-68,images/12-68.jpg,12,68,,Rare,True,11.0,60,143,67,1991,0.2389,659,1857,0.2488,586,1933,66
12-69,images/12-69.jpg,12,69,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
12-7,images/12-7.jpg,12,7,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-70,images/12-70.jpg,12,70,,Common,True,11.0,60,60,206,1907,0.7384,647,1900,0.3603,733,1886,162
12-71,images/12-71.jpg,12,71,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-72,images/12-72.jpg,12,72,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
12-73,images/12-73.jpg,12,73,,Common,True,11.0,60,63,68,1907,0.7384,647,1900,0.3603,733,1886,68
12-74,images/12-74.jpg,12,74,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
12-75,images/12-75.jpg,12,75,,Common,True,11.0,60,61,152,1907,0.7384,647,1900,0.3603,733,1886,117
12-76,images/12-76.jpg,12,76,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-77,images/12-77.jpg,12,77,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
12-78,images/12-78.jpg,12,78,,Uncommon,True,11.0,60,60,66,1907,0.6459,645,1900,0.3565,737,1886,65
12-79,images/12-79.jpg,12,79,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,67
12-8,images/12-8.jpg,12,8,,Common,True,11.0,60,60,95,1907,0.7384,647,1900,0.3603,733,1886,88
12-80,images/12-80.jpg,12,80,,Uncommon,True,11.0,60,61,68,1907,0.6453,645,1899,0.3561,737,1886,67
12-81,images/12-81.jpg,12,81,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
12-82,images/12-82.jpg,12,82,,Super Rare,True,11.0,60,60,67,1907,0.6505,641,1900,0.3354,736,1886,67
12-83,images/12-83.jpg,12,83,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,66
12-84,images/12-84.jpg,12,84,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
12-85,images/12-85.jpg,12,85,,Rare,True,11.0,60,60,66,1907,0.6177,647,1900,0.3504,576,1886,66
12-86,images/12-86.jpg,12,86,,Super Rare,True,11.0,60,60,67,1907,0.6514,641,1900,0.3356,572,1886,67
12-87,images/12-87.jpg,12,87,,Uncommon,True,11.0,60,60,68,1907,0.6453,645,1899,0.3561,737,1886,67
12-88,images/12-88.jpg,12,88,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-89,images/12-89.jpg,12,89,,Rare,True,11.0,60,61,67,1907,0.6178,647,1900,0.3508,575,1886,67
12-9,images/12-9.jpg,12,9,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
12-90,images/12-90.jpg,12,90,,Legendary,True,11.0,59,59,67,1907,0.7444,645,1900,0.3563,738,1886,67
12-91,images/12-91.jpg,12,91,,Legendary,True,11.0,60,59,64,1907,0.7403,645,1900,0.3567,738,1886,64
12-92,images/12-92.jpg,12,92,,Rare,True,11.0,60,60,68,1907,0.6177,647,1900,0.3504,576,1886,68
12-93,images/12-93.jpg,12,93,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,66
12-94,images/12-94.jpg,12,94,,Uncommon,True,11.0,60,61,67,1907,0.6453,645,1899,0.3561,737,1886,67
12-95,images/12-95.jpg,12,95,,Uncommon,True,11.0,60,60,70,1907,0.6436,645,1899,0.3551,737,1886,68
12-96,images/12-96.jpg,12,96,,Common,True,11.0,96,60,66,1907,0.7383,647,1900,0.3604,733,1886,66
12-97,images/12-97.jpg,12,97,,Super Rare,True,11.0,60,60,66,1907,0.6517,641,1900,0.3356,736,1886,66
12-98,images/12-98.jpg,12,98,,Uncommon,True,11.0,61,61,67,1907,0.6443,645,1899,0.3547,737,1886,67
12-99,images/12-99.jpg,12,99,,Rare,True,11.0,61,61,67,1907,0.6169,647,1900,0.3503,576,1886,67
13-1,images/13-1.jpg,13,1,,Rare,True,11.0,60,60,66,1907,0.6186,647,1900,0.3513,576,1886,65
13-10,images/13-10.jpg,13,10,,Common,True,11.0,60,60,69,1907,0.7384,647,1900,0.3603,733,1886,69
13-10-P4,images/13-10-P4.jpg,13,10,P4,Special,False,208.0,-1,-1,-1,-1,0.225,652,1885,0.4574,650,1900,-1
13-100,images/13-100.jpg,13,100,,Legendary,True,11.0,59,59,66,1907,0.7371,645,1900,0.3565,738,1886,66
13-101,images/13-101.jpg,13,101,,Rare,True,11.0,61,60,126,1907,0.6191,647,1900,0.3511,576,1886,113
13-102,images/13-102.jpg,13,102,,Common,True,11.0,60,60,67,1907,0.7383,647,1900,0.3604,733,1886,67
13-103,images/13-103.jpg,13,103,,Uncommon,True,11.0,60,60,66,1907,0.6436,645,1899,0.3528,563,1886,66
13-104,images/13-104.jpg,13,104,,Common,True,11.0,60,60,181,1907,0.7383,647,1900,0.3604,733,1886,122
13-105,images/13-105.jpg,13,105,,Common,True,11.0,61,61,67,1907,0.7376,647,1900,0.36,733,1886,67
13-106,images/13-106.jpg,13,106,,Uncommon,True,11.0,61,61,67,1907,0.6443,645,1899,0.3547,737,1886,67
13-107,images/13-107.jpg,13,107,,Rare,True,11.0,61,61,67,1907,0.6169,647,1900,0.3503,576,1886,67
13-108,images/13-108.jpg,13,108,,Rare,True,11.0,60,143,67,1991,0.2804,653,1850,0.2979,565,1876,67
13-109,images/13-109.jpg,13,109,,Rare,True,11.0,61,60,68,1907,0.6177,647,1900,0.3504,576,1886,68
13-11,images/13-11.jpg,13,11,,Common,True,11.0,61,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
13-11-P4,images/13-11-P4.jpg,13,11,P4,Special,False,208.0,-1,-1,-1,-1,0.225,652,1885,0.4574,650,1900,-1
13-110,images/13-110.jpg,13,110,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
13-111,images/13-111.jpg,13,111,,Uncommon,True,11.0,60,62,68,1907,0.6453,645,1899,0.3561,737,1886,68
13-112,images/13-112.jpg,13,112,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
13-113,images/13-113.jpg,13,113,,Super Rare,True,11.0,60,60,67,1907,0.6505,641,1900,0.3354,736,1886,66
13-114,images/13-114.jpg,13,114,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
13-115,images/13-115.jpg,13,115,,Common,True,11.0,76,62,67,1907,0.7383,647,1900,0.3604,733,1886,67
13-116,images/13-116.jpg,13,116,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3529,567,1886,66
13-117,images/13-117.jpg,13,117,,Common,True,11.0,60,61,67,1907,0.7384,647,1900,0.3603,733,1886,67
13-118,images/13-118.jpg,13,118,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
13-119,images/13-119.jpg,13,119,,Uncommon,True,11.0,60,60,66,1907,0.6453,645,1899,0.3561,737,1886,66
13-12,images/13-12.jpg,13,12,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,67
13-120,images/13-120.jpg,13,120,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,67
13-121,images/13-121.jpg,13,121,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
13-122,images/13-122.jpg,13,122,,Common,True,11.0,60,61,67,1907,0.7384,647,1900,0.3603,733,1886,67
13-123,images/13-123.jpg,13,123,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,67
13-124,images/13-124.jpg,13,124,,Common,True,11.0,61,60,66,1907,0.7401,647,1900,0.3604,733,1886,66
13-125,images/13-125.jpg,13,125,,Legendary,True,11.0,60,59,66,1907,0.745,645,1900,0.3557,738,1886,65
13-126,images/13-126.jpg,13,126,,Rare,True,11.0,60,60,68,1907,0.6177,647,1900,0.3504,576,1886,67
13-127,images/13-127.jpg,13,127,,Rare,True,11.0,60,60,68,1907,0.6186,647,1900,0.3513,576,1886,67
13-128,images/13-128.jpg,13,128,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
13-129,images/13-129.jpg,13,129,,Super Rare,True,11.0,60,60,67,1907,0.6505,641,1900,0.3354,736,1886,67
13-13,images/13-13.jpg,13,13,,Common,True,11.0,60,60,68,1907,0.7384,647,1900,0.3603,733,1886,68
13-130,images/13-130.jpg,13,130,,Uncommon,True,11.0,60,60,68,1907,0.6453,645,1899,0.3561,737,1886,67
13-131,images/13-131.jpg,13,131,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
13-132,images/13-132.jpg,13,132,,Super Rare,True,11.0,60,60,66,1907,0.6514,641,1900,0.3356,572,1886,65
13-133,images/13-133.jpg,13,133,,Legendary,True,11.0,60,59,67,1907,0.7487,645,1900,0.357,737,1886,66
13-134,images/13-134.jpg,13,134,,Uncommon,True,11.0,60,60,66,1907,0.6442,645,1900,0.3555,737,1886,66
13-135,images/13-135.jpg,13,135,,Uncommon,True,11.0,60,60,66,1907,0.6436,645,1899,0.3551,737,1886,66
13-136,images/13-136.jpg,13,136,,Common,True,11.0,60,60,66,1907,0.7383,647,1900,0.3604,733,1886,66
13-137,images/13-137.jpg,13,137,,Uncommon,True,11.0,61,60,66,1907,0.6436,645,1899,0.3551,737,1886,66
13-138,images/13-138.jpg,13,138,,Common,True,11.0,60,60,69,1907,0.7383,647,1900,0.3604,733,1886,68
13-139,images/13-139.jpg,13,139,,Uncommon,True,11.0,61,61,67,1907,0.6448,645,1899,0.3547,737,1885,67
13-14,images/13-14.jpg,13,14,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
13-140,images/13-140.jpg,13,140,,Rare,True,11.0,61,61,67,1907,0.6176,647,1900,0.35,575,1886,67
13-141,images/13-141.jpg,13,141,,Rare,True,11.0,60,141,66,1989,0.271,659,1856,0.3083,582,1877,66
13-142,images/13-142.jpg,13,142,,Rare,True,11.0,232,143,67,1991,0.2664,573,1884,0.1862,692,1933,66
13-143,images/13-143.jpg,13,143,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
13-144,images/13-144.jpg,13,144,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
13-145,images/13-145.jpg,13,145,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
13-146,images/13-146.jpg,13,146,,Rare,True,11.0,60,60,65,1907,0.6186,647,1900,0.3513,576,1886,65
13-147,images/13-147.jpg,13,147,,Legendary,True,11.0,60,60,65,1907,0.7328,645,1900,0.3549,739,1886,65
13-148,images/13-148.jpg,13,148,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
13-149,images/13-149.jpg,13,149,,Common,True,11.0,159,60,83,1907,0.7401,647,1900,0.3604,733,1886,70
13-15,images/13-15.jpg,13,15,,Uncommon,True,11.0,61,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
13-15-P4,images/13-15-P4.jpg,13,15,P4,Special,False,213.0,-1,-1,-1,-1,0.2509,780,1933,0.9757,650,1900,-1
13-150,images/13-150.jpg,13,150,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
13-151,images/13-151.jpg,13,151,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,66
13-152,images/13-152.jpg,13,152,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
13-153,images/13-153.jpg,13,153,,Rare,True,11.0,60,60,66,1907,0.6177,647,1900,0.3504,576,1886,66
13-154,images/13-154.jpg,13,154,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
13-155,images/13-155.jpg,13,155,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
13-156,images/13-156.jpg,13,156,,Uncommon,True,11.0,60,61,69,1907,0.6453,645,1899,0.3561,737,1886,69
13-157,images/13-157.jpg,13,157,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
13-158,images/13-158.jpg,13,158,,Rare,True,11.0,60,60,76,1907,0.6187,647,1900,0.3515,576,1886,70
13-159,images/13-159.jpg,13,159,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
13-16,images/13-16.jpg,13,16,,Rare,True,11.0,60,60,68,1907,0.6177,647,1900,0.3504,576,1886,67
13-16-P4,images/13-16-P4.jpg,13,16,P4,Special,False,213.0,-1,-1,-1,-1,0.2509,780,1933,0.9757,650,1900,-1
13-160,images/13-160.jpg,13,160,,Rare,True,11.0,60,60,67,1907,0.6177,647,1900,0.3504,576,1886,67
13-161,images/13-161.jpg,13,161,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
13-162,images/13-162.jpg,13,162,,Super Rare,True,11.0,60,60,68,1907,0.6505,641,1900,0.3354,736,1886,68
13-163,images/13-163.jpg,13,163,,Rare,True,11.0,60,60,66,1907,0.6186,647,1900,0.3513,576,1886,65
13-164,images/13-164.jpg,13,164,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
13-165,images/13-165.jpg,13,165,,Super Rare,True,11.0,60,60,66,1907,0.6505,641,1900,0.3354,736,1886,66
13-166,images/13-166.jpg,13,166,,Uncommon,True,11.0,60,60,67,1907,0.6436,645,1899,0.3551,737,1886,67
13-167,images/13-167.jpg,13,167,,Common,True,11.0,60,60,68,1907,0.7383,647,1900,0.3604,733,1886,67
13-168,images/13-168.jpg,13,168,,Common,True,11.0,60,60,66,1907,0.7383,647,1900,0.3604,733,1886,66
13-169,images/13-169.jpg,13,169,,Common,True,11.0,60,60,67,1907,0.7383,647,1900,0.3604,733,1886,66
13-17,images/13-17.jpg,13,17,,Rare,True,11.0,61,60,66,1907,0.6171,647,1900,0.3513,576,1886,66
13-170,images/13-170.jpg,13,170,,Super Rare,True,11.0,61,61,67,1907,0.6495,641,1900,0.3351,735,1886,67
13-171,images/13-171.jpg,13,171,,Uncommon,True,11.0,61,61,67,1907,0.6448,645,1899,0.3547,737,1885,67
13-172,images/13-172.jpg,13,172,,Rare,True,11.0,61,61,67,1907,0.6169,647,1900,0.3503,576,1886,67
13-173,images/13-173.jpg,13,173,,Rare,True,11.0,61,61,67,1907,0.6176,647,1900,0.35,575,1886,67
13-174,images/13-174.jpg,13,174,,Uncommon,True,11.0,61,61,67,1907,0.6443,645,1899,0.3547,737,1886,67
13-175,images/13-175.jpg,13,175,,Uncommon,True,11.0,60,141,66,1989,0.309,672,1855,0.2572,583,1933,66
13-176,images/13-176.jpg,13,176,,Super Rare,True,11.0,60,60,68,1907,0.6505,641,1900,0.3354,736,1886,68
13-177,images/13-177.jpg,13,177,,Rare,True,11.0,60,62,67,1907,0.6179,647,1900,0.3508,575,1886,67
13-178,images/13-178.jpg,13,178,,Uncommon,True,11.0,60,60,67,1907,0.6444,645,1899,0.3556,737,1886,67
13-179,images/13-179.jpg,13,179,,Rare,True,11.0,60,60,66,1907,0.6177,647,1900,0.3504,576,1886,66
13-18,images/13-18.jpg,13,18,,Super Rare,True,11.0,60,60,65,1907,0.6514,641,1900,0.3356,572,1886,65
13-180,images/13-180.jpg,13,180,,Common,True,11.0,60,62,67,1907,0.7384,647,1900,0.3603,733,1886,66
13-181,images/13-181.jpg,13,181,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
