id,file,setCode,number,promoGrouping,rarity,bordered_empirical,black_level,left_px,right_px,top_px,band_top_px,emb_score_std,emb_x_std,emb_y_std,emb_score_enc,emb_x_enc,emb_y_enc,top_px_v2
6-48,images/6-48.jpg,6,48,,Uncommon,True,11.0,60,60,66,1907,0.6441,645,1899,0.3552,737,1886,66
6-49,images/6-49.jpg,6,49,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,67
6-5,images/6-5.jpg,6,5,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
6-50,images/6-50.jpg,6,50,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
6-51,images/6-51.jpg,6,51,,Uncommon,True,11.0,60,61,67,1907,0.6453,645,1899,0.3561,737,1886,67
6-52,images/6-52.jpg,6,52,,Rare,True,11.0,99,60,114,1907,0.6191,647,1900,0.3517,576,1886,112
6-53,images/6-53.jpg,6,53,,Rare,True,11.0,60,61,65,1907,0.6187,647,1900,0.3625,579,1885,65
6-54,images/6-54.jpg,6,54,,Super Rare,True,11.0,60,60,65,1907,0.6514,641,1900,0.3356,572,1886,65
6-55,images/6-55.jpg,6,55,,Super Rare,True,11.0,60,60,68,1907,0.6514,641,1900,0.3356,572,1886,67
6-56,images/6-56.jpg,6,56,,Legendary,True,11.0,60,60,67,1907,0.9956,650,1900,0.3274,558,1886,67
6-57,images/6-57.jpg,6,57,,Rare,True,11.0,60,60,66,1907,0.6187,647,1900,0.3513,576,1886,65
6-58,images/6-58.jpg,6,58,,Uncommon,True,11.0,60,61,65,1907,0.6459,645,1900,0.3566,737,1886,65
6-59,images/6-59.jpg,6,59,,Super Rare,True,11.0,61,60,67,1907,0.6505,641,1900,0.3354,736,1886,67
6-6,images/6-6.jpg,6,6,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
6-6-D23,images/6-6-D23.jpg,6,6,D23,Special,False,114.0,-1,-1,-1,-1,0.3452,624,1897,0.3132,780,1933,-1
6-60,images/6-60.jpg,6,60,,Common,True,11.0,60,60,67,1907,0.7121,647,1900,0.3526,567,1886,67
6-61,images/6-61.jpg,6,61,,Legendary,True,11.0,60,60,68,1907,0.9961,650,1900,0.336,567,1886,68
6-62,images/6-62.jpg,6,62,,Common,True,11.0,68,60,68,1907,0.7383,647,1900,0.3603,733,1886,68
6-63,images/6-63.jpg,6,63,,Uncommon,True,11.0,60,61,67,1907,0.6436,645,1899,0.3551,737,1886,67
6-64,images/6-64.jpg,6,64,,Rare,True,11.0,60,60,66,1907,0.6193,647,1900,0.3511,576,1886,65
6-65,images/6-65.jpg,6,65,,Rare,True,11.0,61,61,67,1907,0.6178,647,1900,0.35,575,1886,67
6-66,images/6-66.jpg,6,66,,Common,True,11.0,61,61,67,1907,0.7376,647,1900,0.36,733,1886,67
6-67,images/6-67.jpg,6,67,,Uncommon,True,11.0,61,61,67,1907,0.6447,645,1899,0.3547,737,1885,67
6-68,images/6-68.jpg,6,68,,Common,True,11.0,60,143,67,1991,0.2979,775,1856,0.2797,550,1858,66
6-69,images/6-69.jpg,6,69,,Rare,True,11.0,60,143,67,1991,0.2979,775,1856,0.3224,592,1888,66
6-7,images/6-7.jpg,6,7,,Common,True,11.0,60,61,67,1907,0.7384,647,1900,0.3603,733,1886,67
6-70,images/6-70.jpg,6,70,,Rare,True,11.0,60,61,98,1907,0.6178,647,1900,0.3505,576,1886,80
6-71,images/6-71.jpg,6,71,,Rare,True,11.0,60,60,66,1907,0.6178,647,1900,0.3505,576,1886,66
6-72,images/6-72.jpg,6,72,,Rare,True,11.0,60,60,65,1907,0.6189,647,1900,0.3516,576,1886,65
6-73,images/6-73.jpg,6,73,,Rare,True,11.0,60,60,66,1907,0.6178,647,1900,0.3505,576,1886,66
6-74,images/6-74.jpg,6,74,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
6-75,images/6-75.jpg,6,75,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
6-76,images/6-76.jpg,6,76,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,66
6-77,images/6-77.jpg,6,77,,Common,True,11.0,60,60,68,1907,0.7384,647,1900,0.3603,733,1886,68
6-78,images/6-78.jpg,6,78,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
6-79,images/6-79.jpg,6,79,,Common,True,11.0,60,60,66,1907,0.7384,647,1900,0.3603,733,1886,66
6-8,images/6-8.jpg,6,8,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
6-8-C2,images/6-8-C2.jpg,6,8,C2,Special,False,157.0,-1,-1,-1,-1,0.2066,559,1906,1.0,650,1900,-1
6-8-P2,images/6-8-P2.jpg,6,8,P2,Special,True,11.0,60,60,65,1907,0.6298,640,1900,0.3364,557,1886,65
6-80,images/6-80.jpg,6,80,,Uncommon,True,11.0,60,60,67,1907,0.6453,645,1899,0.3561,737,1886,66
6-81,images/6-81.jpg,6,81,,Super Rare,True,11.0,60,60,66,1907,0.6505,641,1900,0.3354,736,1886,66
6-82,images/6-82.jpg,6,82,,Uncommon,True,11.0,60,60,66,1907,0.6453,645,1899,0.3561,737,1886,66
6-83,images/6-83.jpg,6,83,,Uncommon,True,11.0,60,60,66,1907,0.6453,645,1899,0.3561,737,1886,66
6-84,images/6-84.jpg,6,84,,Legendary,True,11.0,60,60,65,1907,0.9972,650,1900,0.3344,567,1886,65
6-85,images/6-85.jpg,6,85,,Super Rare,True,11.0,60,60,67,1907,0.6505,641,1900,0.3354,736,1886,66
6-86,images/6-86.jpg,6,86,,Legendary,True,11.0,59,60,65,1907,0.9985,650,1900,0.3354,742,1886,65
6-87,images/6-87.jpg,6,87,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
6-88,images/6-88.jpg,6,88,,Common,True,11.0,60,60,67,1907,0.7384,647,1900,0.3603,733,1886,67
6-89,images/6-89.jpg,6,89,,Rare,True,11.0,60,60,66,1907,0.6178,647,1900,0.3505,576,1886,66
6-9,images/6-9.jpg,6,9,,Uncommon,True,11.0,60,60,66,1907,0.6452,645,1899,0.3559,737,1886,66
6-9-C1,images/6-9-C1.jpg,6,9,C1,Special,False,207.0,-1,-1,-1,-1,0.2591,780,1899,0.903,634,1900,-1
6-9-P2,images/6-9-P2.jpg,6,9,P2,Special,True,1.0,60,61,68,1906,0.6294,640,1899,0.3371,557,1886,68
6-90,images/6-90.jpg,6,90,,Uncommon,True,11.0,60,60,66,1907,0.6459,645,1900,0.3566,737,1886,65
6-91,images/6-91.jpg,6,91,,Uncommon,True,11.0,60,61,67,1907,0.6445,645,1899,0.3557,737,1886,67
6-92,images/6-92.jpg,6,92,,Rare,True,11.0,60,60,66,1907,0.6187,647,1900,0.3513,576,1886,66
6-93,images/6-93.jpg,6,93,,Super Rare,True,11.0,60,60,67,1907,0.6517,641,1900,0.3356,736,1886,66
6-94,images/6-94.jpg,6,94,,Common,True,11.0,60,60,66,1907,0.7383,647,1900,0.3603,733,1886,66
6-95,images/6-95.jpg,6,95,,Common,True,11.0,60,60,67,1907,0.7383,647,1900,0.3545,735,1885,66
6-96,images/6-96.jpg,6,96,,Uncommon,True,11.0,60,60,67,1907,0.6436,645,1899,0.3551,737,1886,66
6-97,images/6-97.jpg,6,97,,Rare,True,11.0,60,60,65,1907,0.6193,647,1900,0.3511,576,1886,65
6-98,images/6-98.jpg,6,98,,Uncommon,True,11.0,61,61,67,1907,0.6447,645,1899,0.3547,737,1885,67
6-99,images/6-99.jpg,6,99,,Common,True,11.0,61,61,67,1907,0.7369,647,1900,0.3599,733,1886,67
7-1,images/7-1.jpg,7,1,,Rare,True,1.0,60,60,66,1906,0.6257,648,1900,0.3532,575,1886,66
7-10,images/7-10.jpg,7,10,,Rare,True,1.0,61,60,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-100,images/7-100.jpg,7,100,,Common,True,1.0,60,60,67,1906,0.7472,648,1900,0.3609,734,1886,66
7-101,images/7-101.jpg,7,101,,Common,True,1.0,60,61,69,1906,0.7503,648,1899,0.3592,734,1886,69
7-102,images/7-102.jpg,7,102,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-103,images/7-103.jpg,7,103,,Uncommon,True,11.0,60,60,66,1907,0.6453,645,1899,0.3561,737,1886,66
7-104,images/7-104.jpg,7,104,,Uncommon,True,1.0,61,61,66,1906,0.6556,648,1899,0.3573,737,1885,66
7-105,images/7-105.jpg,7,105,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-106,images/7-106.jpg,7,106,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-107,images/7-107.jpg,7,107,,Uncommon,True,1.0,61,60,66,1906,0.656,648,1899,0.3574,737,1885,66
7-108,images/7-108.jpg,7,108,,Rare,True,1.0,60,60,66,1906,0.6257,648,1900,0.3532,575,1886,66
7-109,images/7-109.jpg,7,109,,Rare,True,11.0,60,61,67,1907,0.6177,647,1900,0.3504,576,1886,67
7-11,images/7-11.jpg,7,11,,Uncommon,True,1.0,61,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-110,images/7-110.jpg,7,110,,Rare,True,1.0,61,60,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-111,images/7-111.jpg,7,111,,Rare,True,1.0,60,60,66,1906,0.6257,648,1900,0.3532,575,1886,66
7-112,images/7-112.jpg,7,112,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-113,images/7-113.jpg,7,113,,Uncommon,True,1.0,60,61,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-114,images/7-114.jpg,7,114,,Super Rare,True,1.0,60,61,68,1906,0.6609,641,1899,0.338,571,1886,68
7-115,images/7-115.jpg,7,115,,Legendary,True,1.0,60,60,66,1906,0.9559,650,1900,0.3353,742,1885,66
7-116,images/7-116.jpg,7,116,,Common,True,1.0,61,61,68,1906,0.7502,648,1899,0.3593,734,1886,68
7-117,images/7-117.jpg,7,117,,Common,True,1.0,61,61,68,1906,0.7502,648,1899,0.3593,734,1886,68
7-118,images/7-118.jpg,7,118,,Legendary,True,1.0,60,60,68,1906,0.9505,650,1900,0.3351,567,1885,68
7-119,images/7-119.jpg,7,119,,Rare,True,1.0,60,60,66,1906,0.6261,648,1900,0.353,575,1886,66
7-12,images/7-12.jpg,7,12,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-120,images/7-120.jpg,7,120,,Uncommon,True,1.0,62,62,68,1906,0.657,648,1899,0.3553,737,1885,68
7-121,images/7-121.jpg,7,121,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-122,images/7-122.jpg,7,122,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.368,566,1886,68
7-123,images/7-123.jpg,7,123,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-124,images/7-124.jpg,7,124,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-125,images/7-125.jpg,7,125,,Common,True,1.0,61,61,67,1906,0.7472,648,1900,0.3609,734,1886,66
7-126,images/7-126.jpg,7,126,,Super Rare,True,1.0,60,61,68,1906,0.661,641,1899,0.338,571,1886,68
7-127,images/7-127.jpg,7,127,,Common,True,1.0,60,61,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-128,images/7-128.jpg,7,128,,Common,True,1.0,60,61,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-129,images/7-129.jpg,7,129,,Common,True,1.0,60,61,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-13,images/7-13.jpg,7,13,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-130,images/7-130.jpg,7,130,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-131,images/7-131.jpg,7,131,,Common,True,1.0,60,60,66,1906,0.7472,648,1900,0.3609,734,1886,66
7-132,images/7-132.jpg,7,132,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-133,images/7-133.jpg,7,133,,Uncommon,True,1.0,60,60,66,1906,0.656,648,1899,0.3574,737,1885,66
7-134,images/7-134.jpg,7,134,,Uncommon,True,1.0,60,61,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-135,images/7-135.jpg,7,135,,Uncommon,True,1.0,60,60,66,1906,0.656,648,1899,0.3574,737,1885,66
7-136,images/7-136.jpg,7,136,,Rare,True,1.0,60,60,66,1906,0.6257,648,1900,0.3532,575,1886,66
7-137,images/7-137.jpg,7,137,,Rare,True,1.0,60,60,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-138,images/7-138.jpg,7,138,,Rare,True,1.0,60,60,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-139,images/7-139.jpg,7,139,,Super Rare,True,1.0,60,60,68,1906,0.6608,641,1899,0.338,571,1886,68
7-14,images/7-14.jpg,7,14,,Legendary,True,1.0,60,60,68,1906,0.9488,650,1900,0.3315,558,1886,67
7-140,images/7-140.jpg,7,140,,Rare,True,1.0,60,61,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-141,images/7-141.jpg,7,141,,Super Rare,True,1.0,60,61,68,1906,0.661,641,1899,0.338,571,1886,68
7-142,images/7-142.jpg,7,142,,Legendary,True,1.0,60,60,66,1906,0.9553,650,1900,0.3382,567,1885,66
7-143,images/7-143.jpg,7,143,,Legendary,True,1.0,60,60,67,1906,0.9495,650,1900,0.3325,558,1886,67
7-144,images/7-144.jpg,7,144,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-145,images/7-145.jpg,7,145,,Rare,True,1.0,61,61,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-146,images/7-146.jpg,7,146,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-147,images/7-147.jpg,7,147,,Rare,True,1.0,60,60,66,1906,0.6261,648,1900,0.353,575,1886,66
7-148,images/7-148.jpg,7,148,,Common,True,1.0,60,60,68,1906,0.7502,648,1899,0.3593,734,1886,68
7-149,images/7-149.jpg,7,149,,Uncommon,True,1.0,62,62,68,1906,0.657,648,1899,0.3552,737,1885,68
7-15,images/7-15.jpg,7,15,,Rare,True,1.0,60,61,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-150,images/7-150.jpg,7,150,,Common,True,1.0,62,62,68,1906,0.7507,648,1899,0.3591,734,1885,68
7-151,images/7-151.jpg,7,151,,Uncommon,True,1.0,62,62,68,1906,0.657,648,1899,0.3552,737,1885,68
7-152,images/7-152.jpg,7,152,,Rare,True,11.0,61,61,67,1907,0.6176,647,1900,0.35,575,1886,67
7-153,images/7-153.jpg,7,153,,Rare,True,1.0,60,60,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-154,images/7-154.jpg,7,154,,Legendary,True,1.0,60,60,67,1906,0.9509,650,1900,0.3358,567,1885,67
7-155,images/7-155.jpg,7,155,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-156,images/7-156.jpg,7,156,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-157,images/7-157.jpg,7,157,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-158,images/7-158.jpg,7,158,,Uncommon,True,1.0,61,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-159,images/7-159.jpg,7,159,,Common,True,1.0,60,61,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-16,images/7-16.jpg,7,16,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-16-D23,images/7-16-D23.jpg,7,16,D23,Special,True,11.0,60,60,67,1907,0.3763,694,1899,0.3259,778,1886,67
7-160,images/7-160.jpg,7,160,,Rare,True,1.0,60,60,66,1906,0.6257,648,1900,0.3532,575,1886,66
7-161,images/7-161.jpg,7,161,,Rare,True,1.0,60,60,66,1906,0.6257,648,1900,0.3532,575,1886,66
7-162,images/7-162.jpg,7,162,,Legendary,True,1.0,60,60,66,1906,0.9504,650,1900,0.3357,567,1885,66
7-163,images/7-163.jpg,7,163,,Uncommon,True,1.0,60,61,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-164,images/7-164.jpg,7,164,,Rare,True,1.0,62,60,68,1906,0.6208,647,1899,0.3621,585,1886,68
7-165,images/7-165.jpg,7,165,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-166,images/7-166.jpg,7,166,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-167,images/7-167.jpg,7,167,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-168,images/7-168.jpg,7,168,,Common,True,1.0,61,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-169,images/7-169.jpg,7,169,,Common,True,1.0,61,61,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-17,images/7-17.jpg,7,17,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-170,images/7-170.jpg,7,170,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-171,images/7-171.jpg,7,171,,Common,True,1.0,61,61,166,1906,0.7503,648,1899,0.3592,734,1886,110
7-172,images/7-172.jpg,7,172,,Uncommon,True,1.0,60,61,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-173,images/7-173.jpg,7,173,,Rare,True,1.0,60,60,66,1906,0.6257,648,1900,0.3532,575,1886,66
7-174,images/7-174.jpg,7,174,,Uncommon,True,1.0,61,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-175,images/7-175.jpg,7,175,,Rare,True,1.0,60,60,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-176,images/7-176.jpg,7,176,,Super Rare,True,11.0,60,61,66,1907,0.6505,641,1900,0.3354,736,1886,66
7-177,images/7-177.jpg,7,177,,Common,True,1.0,61,61,66,1906,0.747,648,1900,0.3611,734,1886,66
7-178,images/7-178.jpg,7,178,,Rare,True,1.0,60,60,68,1906,0.6212,647,1899,0.3521,575,1886,68
7-179,images/7-179.jpg,7,179,,Uncommon,True,1.0,62,62,68,1906,0.657,648,1899,0.3552,737,1885,68
7-18,images/7-18.jpg,7,18,,Common,True,1.0,60,61,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-180,images/7-180.jpg,7,180,,Common,True,1.0,62,62,68,1906,0.7507,648,1899,0.3591,734,1885,68
7-181,images/7-181.jpg,7,181,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-182,images/7-182.jpg,7,182,,Common,True,1.0,60,61,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-183,images/7-183.jpg,7,183,,Uncommon,True,1.0,60,60,66,1906,0.656,648,1899,0.3574,737,1885,66
7-184,images/7-184.jpg,7,184,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-185,images/7-185.jpg,7,185,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-186,images/7-186.jpg,7,186,,Rare,True,1.0,60,60,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-187,images/7-187.jpg,7,187,,Rare,True,1.0,60,61,66,1906,0.6257,648,1900,0.3532,575,1886,66
7-188,images/7-188.jpg,7,188,,Rare,True,1.0,60,61,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-189,images/7-189.jpg,7,189,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-19,images/7-19.jpg,7,19,,Uncommon,True,1.0,60,60,66,1906,0.656,648,1899,0.3574,737,1885,66
7-19-P2,images/7-19-P2.jpg,7,19,P2,Special,True,11.0,60,60,67,1907,0.635,640,1900,0.3371,557,1886,66
7-190,images/7-190.jpg,7,190,,Common,True,1.0,60,61,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-191,images/7-191.jpg,7,191,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-192,images/7-192.jpg,7,192,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-193,images/7-193.jpg,7,193,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-194,images/7-194.jpg,7,194,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-195,images/7-195.jpg,7,195,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-196,images/7-196.jpg,7,196,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-197,images/7-197.jpg,7,197,,Rare,True,1.0,61,60,66,1906,0.6257,648,1900,0.3532,575,1886,66
7-198,images/7-198.jpg,7,198,,Legendary,True,1.0,61,60,68,1906,0.9503,650,1900,0.3345,567,1885,68
7-199,images/7-199.jpg,7,199,,Super Rare,True,1.0,61,60,66,1906,0.6605,641,1900,0.3382,729,1886,66
7-2,images/7-2.jpg,7,2,,Rare,True,1.0,60,60,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-2-C2,images/7-2-C2.jpg,7,2,C2,Special,False,57.0,-1,-1,-1,-1,0.3137,563,1883,0.982,650,1900,-1
7-20,images/7-20.jpg,7,20,,Super Rare,True,1.0,60,60,66,1906,0.6605,641,1900,0.3382,729,1886,66
7-20-P2,images/7-20-P2.jpg,7,20,P2,Special,True,1.0,60,60,66,1906,0.4233,646,1899,0.3343,556,1886,66
7-200,images/7-200.jpg,7,200,,Legendary,True,1.0,60,60,67,1906,0.9557,650,1900,0.3384,567,1885,66
7-201,images/7-201.jpg,7,201,,Rare,True,1.0,60,60,139,1906,0.6261,648,1900,0.353,575,1886,139
7-202,images/7-202.jpg,7,202,,Uncommon,True,1.0,60,60,68,1906,0.6569,648,1899,0.3549,737,1885,68
7-203,images/7-203.jpg,7,203,,Uncommon,True,1.0,62,62,68,1906,0.657,648,1899,0.3553,737,1885,68
7-204,images/7-204.jpg,7,204,,Common,True,1.0,62,62,68,1906,0.7507,648,1899,0.3591,734,1885,68
7-205,images/7-205.jpg,7,205,,Enchanted,False,60.0,-1,-1,-1,-1,0.4877,648,1900,0.2991,610,1851,-1
7-206,images/7-206.jpg,7,206,,Enchanted,False,69.0,-1,-1,-1,-1,0.3911,647,1899,0.255,550,1873,-1
7-207,images/7-207.jpg,7,207,,Enchanted,False,119.0,-1,-1,-1,-1,0.4925,648,1901,0.3268,564,1873,-1
7-208,images/7-208.jpg,7,208,,Enchanted,False,65.0,-1,-1,-1,-1,0.4398,648,1899,0.2894,563,1873,-1
7-209,images/7-209.jpg,7,209,,Enchanted,False,31.0,-1,-1,-1,-1,0.5351,647,1903,0.338,739,1891,-1
7-21,images/7-21.jpg,7,21,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-21-P2,images/7-21-P2.jpg,7,21,P2,Special,True,1.0,60,60,68,1906,0.4274,646,1899,0.3342,556,1885,68
7-210,images/7-210.jpg,7,210,,Enchanted,False,134.0,-1,-1,-1,-1,0.4303,648,1899,0.2399,562,1873,-1
7-211,images/7-211.jpg,7,211,,Enchanted,False,31.0,-1,-1,-1,-1,0.4115,648,1898,0.2971,739,1927,-1
7-212,images/7-212.jpg,7,212,,Enchanted,False,8.0,-1,-1,-1,-1,0.4955,647,1903,0.3306,562,1889,-1
7-213,images/7-213.jpg,7,213,,Enchanted,False,61.0,-1,-1,-1,-1,0.4489,647,1902,0.2768,737,1873,-1
7-214,images/7-214.jpg,7,214,,Enchanted,False,145.0,-1,-1,-1,-1,0.3911,648,1902,0.2419,737,1873,-1
7-215,images/7-215.jpg,7,215,,Enchanted,False,136.0,-1,-1,-1,-1,0.4407,648,1897,0.2587,725,1933,-1
7-216,images/7-216.jpg,7,216,,Enchanted,False,5.0,-1,-1,-1,-1,0.4171,647,1901,0.3152,739,1885,-1
7-217,images/7-217.jpg,7,217,,Enchanted,False,11.0,-1,-1,-1,-1,0.4148,647,1899,0.2422,735,1872,-1
7-218,images/7-218.jpg,7,218,,Enchanted,False,40.0,-1,-1,-1,-1,0.4673,647,1901,0.2887,562,1890,-1
7-219,images/7-219.jpg,7,219,,Enchanted,False,225.0,-1,-1,-1,-1,0.5055,647,1903,0.3058,739,1891,-1
7-22,images/7-22.jpg,7,22,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-22-P2,images/7-22-P2.jpg,7,22,P2,Special,True,1.0,60,60,66,1906,0.4233,646,1899,0.3343,556,1886,66
7-220,images/7-220.jpg,7,220,,Enchanted,False,44.0,-1,-1,-1,-1,0.4503,648,1903,0.3273,737,1891,-1
7-221,images/7-221.jpg,7,221,,Enchanted,False,192.0,-1,-1,-1,-1,0.3978,646,1903,0.3359,713,1933,-1
7-222,images/7-222.jpg,7,222,,Enchanted,False,57.0,-1,-1,-1,-1,0.5587,647,1903,0.3257,562,1889,-1
7-223,images/7-223.jpg,7,223,,Super Rare,True,11.0,59,60,66,1907,0.6495,641,1900,0.339,736,1886,65
7-224,images/7-224.jpg,7,224,,Super Rare,True,11.0,59,60,66,1907,0.6503,641,1900,0.3389,736,1886,65
7-23,images/7-23.jpg,7,23,,Uncommon,True,1.0,60,61,68,1906,0.6584,648,1899,0.3558,737,1885,68
7-23-P2,images/7-23-P2.jpg,7,23,P2,Special,True,1.0,60,60,68,1906,0.4274,646,1899,0.3342,556,1885,68
7-24,images/7-24.jpg,7,24,,Uncommon,True,1.0,61,61,66,1906,0.656,648,1899,0.3574,737,1885,66
7-24-P2-A,images/7-24-P2-A.jpg,7,24,P2,Special,True,11.0,60,60,67,1907,0.3994,646,1899,0.3297,556,1886,66
7-24-P2-B,images/7-24-P2-B.jpg,7,24,P2,Special,False,71.0,-1,-1,-1,-1,0.3472,707,1904,0.2976,780,1872,-1
7-25,images/7-25.jpg,7,25,,Rare,True,1.0,60,61,66,1906,0.6257,648,1900,0.3532,575,1886,66
7-26,images/7-26.jpg,7,26,,Rare,True,1.0,60,61,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-26-P2,images/7-26-P2.jpg,7,26,P2,Special,True,11.0,60,60,67,1907,0.6282,640,1900,0.3358,557,1886,66
7-26-P2-1663,images/7-26-P2-1663.jpg,7,26,P2,Special,True,11.0,60,60,67,1907,0.6285,640,1900,0.3361,557,1886,66
7-27,images/7-27.jpg,7,27,,Rare,True,1.0,60,61,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-28,images/7-28.jpg,7,28,,Super Rare,True,1.0,61,61,66,1906,0.6605,641,1900,0.3382,729,1886,66
7-29,images/7-29.jpg,7,29,,Super Rare,True,1.0,60,60,66,1906,0.6605,641,1900,0.3382,729,1886,66
7-3,images/7-3.jpg,7,3,,Common,True,1.0,60,60,68,1906,0.7503,648,1899,0.3592,734,1886,68
7-30,images/7-30.jpg,7,30,,Rare,True,1.0,60,61,68,1906,0.6208,647,1899,0.3525,575,1886,68
7-31,images/7-31.jpg,7,31,,Legendary,True,1.0,60,60,66,1906,0.9546,650,1900,0.3392,567,1885,66
7-32,images/7-32.jpg,7,32,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-33,images/7-33.jpg,7,33,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
7-34,images/7-34.jpg,7,34,,Uncommon,True,1.0,60,60,68,1906,0.6585,648,1899,0.3558,737,1885,68
